Startup_ID,Team_Size,Founder_Experience_Years,Startup_Age_Years,Industry,City,Funding_Goal,Funding_Raised,Funding_Success,Growth_Rate,Revenue
393,17,9,8,EdTech,Kolkata,784145,503524,No,Low,500000
394,11,14,3,AgriTech,Delhi,795717,2037688,Yes,High,5000000
395,3,1,5,FinTech,Bangalore,1322408,1595884,Yes,High,5000000
396,7,2,9,E-Commerce,Mumbai,1696568,1749072,Yes,High,5000000
397,10,3,6,E-Commerce,Pune,128923,2341735,Yes,High,5000000
398,15,3,9,AI,Hyderabad,1719895,2084712,Yes,High,5000000
399,13,0,5,E-Commerce,Chennai,1146054,285980,No,Low,500000
400,12,10,2,AgriTech,Bangalore,1648591,102717,No,Low,500000
401,9,8,7,CleanTech,Pune,1788331,2073366,Yes,High,5000000
402,17,11,6,HealthTech,Chennai,1105441,913161,No,Low,500000
403,9,15,6,HealthTech,Kolkata,1894521,2164397,Yes,High,5000000
404,11,10,4,E-Commerce,Pune,1003053,833271,No,Low,500000
405,5,15,6,AgriTech,Pune,1696330,58485,No,Low,500000
406,10,14,4,E-Commerce,Chennai,366007,1389892,Yes,High,5000000
407,18,13,3,FinTech,Chennai,1542517,852237,No,Low,500000
408,6,9,1,AgriTech,Chennai,1994094,1909667,No,Low,500000
409,11,2,10,AI,Hyderabad,1894569,1499947,No,Low,500000
410,7,15,8,CleanTech,Delhi,105266,336023,Yes,High,5000000
411,6,5,7,CleanTech,Mumbai,1696512,435030,No,Low,500000
412,18,12,9,HealthTech,Mumbai,1435888,936414,No,Low,500000
413,6,13,10,HealthTech,Hyderabad,1483056,976967,No,Low,500000
414,18,10,9,FinTech,Chennai,468632,82727,No,Low,500000
415,17,12,7,EdTech,Chennai,1794664,852217,No,Low,500000
416,10,2,5,AI,Mumbai,901899,1452951,Yes,High,5000000
417,4,13,5,AgriTech,Kolkata,94648,1670781,Yes,High,5000000
418,19,1,8,AgriTech,Chennai,729464,1963482,Yes,High,5000000
419,11,7,9,AgriTech,Delhi,1104628,687027,No,Low,500000
420,11,10,1,AI,Chennai,254844,1237874,Yes,High,5000000
421,15,11,10,EdTech,Kolkata,1933362,2381477,Yes,High,5000000
422,12,15,7,AI,Hyderabad,783173,2050414,Yes,High,5000000
423,6,3,1,HealthTech,Delhi,963575,554519,No,Low,500000
424,7,9,9,HealthTech,Mumbai,1907651,460140,No,Low,500000
425,11,6,4,EdTech,Pune,1790108,1898345,Yes,High,5000000
426,3,13,8,FinTech,Kolkata,668173,801484,Yes,High,5000000
427,7,13,7,CleanTech,Mumbai,65949,446559,Yes,High,5000000
428,7,0,3,AI,Hyderabad,1017897,1930916,Yes,High,5000000
429,3,2,6,CleanTech,Delhi,508402,2198667,Yes,High,5000000
430,3,0,4,EdTech,Chennai,439447,527879,Yes,High,5000000
431,8,9,1,E-Commerce,Delhi,267665,2383895,Yes,High,5000000
432,10,12,9,FinTech,Chennai,1971078,662677,No,Low,500000
433,12,5,8,HealthTech,Chennai,168681,55609,No,Low,500000
434,10,10,2,AgriTech,Bangalore,1394270,2057780,Yes,High,5000000
435,6,9,8,FinTech,Pune,1674090,1786231,Yes,High,5000000
436,11,0,1,AgriTech,Delhi,1626034,551806,No,Low,500000
437,6,10,5,EdTech,Chennai,429376,1418578,Yes,High,5000000
438,17,1,5,CleanTech,Mumbai,1504167,1229061,No,Low,500000
439,11,8,5,E-Commerce,Kolkata,1826398,1892534,Yes,High,5000000
440,2,3,9,E-Commerce,Bangalore,1994159,1974317,No,Low,500000
441,17,15,10,EdTech,Mumbai,1710663,1120071,No,Low,500000
442,20,8,4,AI,Chennai,1477010,399177,No,Low,500000
443,13,0,5,AgriTech,Pune,1274691,116666,No,Low,500000
444,3,13,4,AI,Chennai,1559326,1867030,Yes,High,5000000
445,13,0,7,AgriTech,Delhi,63329,2210880,Yes,High,5000000
446,3,3,7,FinTech,Pune,302872,113896,No,Low,500000
447,2,8,7,EdTech,Hyderabad,1981625,1938881,No,Low,500000
448,9,10,8,FinTech,Hyderabad,354512,2372817,Yes,High,5000000
449,5,2,2,EdTech,Kolkata,1643176,1309953,No,Low,500000
450,8,3,8,AgriTech,Kolkata,1781837,501423,No,Low,500000
451,11,10,9,FinTech,Hyderabad,1490721,1633909,Yes,High,5000000
452,4,15,1,AgriTech,Pune,1780215,1557466,No,Low,500000
453,4,4,10,EdTech,Kolkata,1877296,660605,No,Low,500000
454,4,4,5,AI,Mumbai,1462043,96882,No,Low,500000
455,14,4,10,AI,Kolkata,680590,1755153,Yes,High,5000000
456,12,15,4,FinTech,Delhi,189308,1245833,Yes,High,5000000
457,13,14,4,AgriTech,Delhi,221602,835414,Yes,High,5000000
458,20,3,8,E-Commerce,Kolkata,562145,90318,No,Low,500000
459,9,8,2,E-Commerce,Mumbai,620409,1153609,Yes,High,5000000
460,9,8,2,E-Commerce,Delhi,758877,474845,No,Low,500000
461,15,0,3,EdTech,Kolkata,1114991,1251392,Yes,High,5000000
462,2,15,9,AgriTech,Hyderabad,1011558,504631,No,Low,500000
463,7,1,4,CleanTech,Hyderabad,501642,759172,Yes,High,5000000
464,5,0,5,E-Commerce,Bangalore,1197897,2399340,Yes,High,5000000
465,5,12,4,HealthTech,Hyderabad,216822,174887,No,Low,500000
466,10,1,9,AgriTech,Delhi,1913987,1348646,No,Low,500000
467,2,2,3,E-Commerce,Mumbai,613085,1338160,Yes,High,5000000
468,6,13,6,AgriTech,Delhi,101565,576076,Yes,High,5000000
469,18,5,9,EdTech,Mumbai,173038,2104840,Yes,High,5000000
470,10,1,9,AI,Hyderabad,55044,273706,Yes,High,5000000
471,6,15,6,AgriTech,Delhi,371297,393001,Yes,High,5000000
472,18,3,5,HealthTech,Mumbai,676873,562409,No,Low,500000
473,12,10,10,AgriTech,Delhi,1757717,759013,No,Low,500000
474,17,7,9,AI,Pune,1725810,1567388,No,Low,500000
475,4,6,9,E-Commerce,Mumbai,1111651,332732,No,Low,500000
476,5,11,3,FinTech,Delhi,1760165,1376332,No,Low,500000
477,10,15,1,AI,Delhi,297914,1068932,Yes,High,5000000
478,20,3,4,FinTech,Hyderabad,603152,504469,No,Low,500000
479,13,10,2,FinTech,Pune,969673,808837,No,Low,500000
480,10,11,10,EdTech,Mumbai,1642818,811559,No,Low,500000
481,2,5,8,FinTech,Bangalore,1298579,1583884,Yes,High,5000000
482,3,11,7,CleanTech,Delhi,1456719,418839,No,Low,500000
483,8,10,4,FinTech,Kolkata,441711,1782017,Yes,High,5000000
484,18,14,3,E-Commerce,Hyderabad,152077,2012468,Yes,High,5000000
485,18,2,9,AI,Chennai,58005,2179013,Yes,High,5000000
486,13,3,10,E-Commerce,Mumbai,1182070,1842193,Yes,High,5000000
487,14,11,8,AI,Hyderabad,952319,2293166,Yes,High,5000000
488,3,9,9,FinTech,Kolkata,1737023,600695,No,Low,500000
489,18,6,4,HealthTech,Hyderabad,1736680,197914,No,Low,500000
490,11,8,8,CleanTech,Mumbai,584455,1957199,Yes,High,5000000
491,7,13,2,AI,Mumbai,1646803,794123,No,Low,500000
492,20,2,8,FinTech,Hyderabad,748622,427513,No,Low,500000
493,5,5,1,AgriTech,Kolkata,1012311,677582,No,Low,500000
494,4,15,2,CleanTech,Pune,1505101,179695,No,Low,500000
495,15,10,2,EdTech,Delhi,412705,906004,Yes,High,5000000
496,14,2,8,AI,Delhi,116787,1036708,Yes,High,5000000
497,3,5,5,AI,Delhi,602612,1022245,Yes,High,5000000
498,10,6,9,AI,Mumbai,380961,2325475,Yes,High,5000000
499,14,14,10,CleanTech,Delhi,1850085,1744842,No,Low,500000
500,18,9,6,FinTech,Pune,1680048,745586,No,Low,500000
501,13,3,5,HealthTech,Pune,1855607,1438955,No,Low,500000
502,2,7,7,HealthTech,Mumbai,902679,439903,No,Low,500000
503,9,3,6,E-Commerce,Pune,808590,2124544,Yes,High,5000000
504,6,1,1,HealthTech,Pune,122249,695162,Yes,High,5000000
505,18,15,2,FinTech,Hyderabad,56855,858058,Yes,High,5000000
506,16,9,2,E-Commerce,Mumbai,424652,1170690,Yes,High,5000000
507,17,14,10,E-Commerce,Chennai,1263791,1052025,No,Low,500000
508,18,10,7,AI,Hyderabad,1614120,2191639,Yes,High,5000000
509,6,9,6,AI,Pune,1248881,329721,No,Low,500000
510,18,13,9,FinTech,Chennai,146745,229357,Yes,High,5000000
511,12,5,8,CleanTech,Mumbai,487538,2105189,Yes,High,5000000
512,16,0,8,E-Commerce,Pune,1072567,1044195,No,Low,500000
513,14,3,2,FinTech,Bangalore,1832081,2022718,Yes,High,5000000
514,7,8,5,HealthTech,Kolkata,1748753,1054960,No,Low,500000
515,3,2,8,AgriTech,Chennai,1007133,738448,No,Low,500000
516,9,12,10,HealthTech,Chennai,1765723,68963,No,Low,500000
517,18,9,7,AI,Mumbai,698815,1956912,Yes,High,5000000
518,2,2,2,E-Commerce,Kolkata,1998086,1134437,No,Low,500000
519,2,6,4,CleanTech,Chennai,1447142,404797,No,Low,500000
520,7,13,2,HealthTech,Delhi,1809096,213672,No,Low,500000
521,19,14,8,AgriTech,Delhi,1761131,1220593,No,Low,500000
522,2,2,5,AI,Chennai,1527739,1919176,Yes,High,5000000
523,19,8,6,FinTech,Bangalore,88522,355044,Yes,High,5000000
524,3,8,2,E-Commerce,Chennai,1005949,2405063,Yes,High,5000000
525,3,5,10,AgriTech,Delhi,63772,589503,Yes,High,5000000
526,17,3,10,AgriTech,Mumbai,1033823,2330572,Yes,High,5000000
527,18,8,8,FinTech,Kolkata,810565,2385125,Yes,High,5000000
528,12,4,2,E-Commerce,Pune,1303693,1020888,No,Low,500000
529,15,7,7,CleanTech,Delhi,1109041,383694,No,Low,500000
530,19,15,5,HealthTech,Chennai,127833,1968981,Yes,High,5000000
531,7,13,4,CleanTech,Hyderabad,1103654,1237767,Yes,High,5000000
532,7,14,10,HealthTech,Pune,868364,1155576,Yes,High,5000000
533,18,7,4,CleanTech,Hyderabad,1584596,197037,No,Low,500000
534,8,11,5,EdTech,Delhi,1431042,1633063,Yes,High,5000000
535,11,10,9,EdTech,Chennai,1728354,1588695,No,Low,500000
536,7,1,2,HealthTech,Kolkata,209122,2238117,Yes,High,5000000
537,3,3,3,E-Commerce,Kolkata,1006083,814369,No,Low,500000
538,16,4,4,E-Commerce,Kolkata,331342,1869448,Yes,High,5000000
539,3,3,6,FinTech,Delhi,1719056,638953,No,Low,500000
540,14,10,5,CleanTech,Delhi,1963210,1137878,No,Low,500000
541,20,10,9,AgriTech,Chennai,135663,2166781,Yes,High,5000000
542,5,3,7,CleanTech,Mumbai,1853409,725022,No,Low,500000
543,20,6,10,AI,Bangalore,1135381,483247,No,Low,500000
544,18,3,3,FinTech,Delhi,290771,1028473,Yes,High,5000000
545,4,3,5,HealthTech,Chennai,412772,1845072,Yes,High,5000000
546,13,8,2,HealthTech,Bangalore,1471274,1240491,No,Low,500000
547,13,14,4,FinTech,Kolkata,1205885,1323647,Yes,High,5000000
548,9,4,10,AgriTech,Kolkata,1393747,1166952,No,Low,500000
549,11,0,2,AgriTech,Pune,797444,1653927,Yes,High,5000000
550,14,12,2,FinTech,Bangalore,441057,2463167,Yes,High,5000000
551,20,1,1,FinTech,Bangalore,993172,2482933,Yes,High,5000000
552,20,1,3,HealthTech,Kolkata,1643492,517714,No,Low,500000
553,20,7,3,E-Commerce,Kolkata,1420623,870414,No,Low,500000
554,3,8,4,EdTech,Mumbai,738724,1357739,Yes,High,5000000
555,4,12,3,AI,Mumbai,1320036,1921445,Yes,High,5000000
556,18,12,10,AI,Mumbai,1603151,1687912,Yes,High,5000000
557,9,8,6,HealthTech,Hyderabad,1216805,1018107,No,Low,500000
558,13,0,4,AgriTech,Hyderabad,432349,2399879,Yes,High,5000000
559,15,6,10,E-Commerce,Mumbai,365080,1346410,Yes,High,5000000
560,2,8,10,EdTech,Chennai,1550646,1317725,No,Low,500000
561,2,10,6,AI,Pune,750944,1437978,Yes,High,5000000
562,5,2,7,FinTech,Bangalore,1873781,326129,No,Low,500000
563,18,2,1,HealthTech,Chennai,336930,1006492,Yes,High,5000000
564,5,11,1,CleanTech,Mumbai,806583,2262872,Yes,High,5000000
565,18,4,1,HealthTech,Hyderabad,360711,2436756,Yes,High,5000000
566,15,9,1,AgriTech,Kolkata,417804,475794,Yes,High,5000000
567,4,14,7,AI,Pune,630539,2205059,Yes,High,5000000
568,19,3,4,HealthTech,Chennai,1392103,69281,No,Low,500000
569,11,11,7,FinTech,Pune,898275,222497,No,Low,500000
570,15,8,8,HealthTech,Pune,397860,158657,No,Low,500000
571,2,6,4,EdTech,Bangalore,68091,877830,Yes,High,5000000
572,14,4,4,E-Commerce,Hyderabad,514690,480063,No,Low,500000
573,8,14,4,AgriTech,Kolkata,894099,2279429,Yes,High,5000000
574,20,5,10,HealthTech,Bangalore,1799393,306044,No,Low,500000
575,8,4,1,HealthTech,Mumbai,1069395,1937641,Yes,High,5000000
576,18,15,1,E-Commerce,Kolkata,1995263,1510384,No,Low,500000
577,10,0,2,AI,Hyderabad,738022,1951427,Yes,High,5000000
578,10,10,10,AgriTech,Chennai,1693389,1552189,No,Low,500000
579,11,3,1,CleanTech,Kolkata,230032,2097682,Yes,High,5000000
580,6,10,4,E-Commerce,Hyderabad,618283,2115969,Yes,High,5000000
581,13,0,1,CleanTech,Hyderabad,1317373,1601490,Yes,High,5000000
582,7,8,5,FinTech,Delhi,530454,144986,No,Low,500000
583,8,3,1,AI,Hyderabad,1005825,1846422,Yes,High,5000000
584,2,10,1,AI,Bangalore,588130,1328528,Yes,High,5000000
585,17,3,8,EdTech,Pune,146320,828896,Yes,High,5000000
586,9,13,4,AgriTech,Delhi,1710985,41326,No,Low,500000
587,18,12,8,CleanTech,Delhi,1657110,359549,No,Low,500000
588,6,7,10,FinTech,Mumbai,844826,241707,No,Low,500000
589,18,4,5,EdTech,Delhi,1420302,1633585,Yes,High,5000000
590,19,2,4,E-Commerce,Pune,1992133,1190165,No,Low,500000
591,7,0,1,EdTech,Hyderabad,1093668,857401,No,Low,500000
592,3,15,7,CleanTech,Chennai,1828646,2462029,Yes,High,5000000
593,4,8,9,CleanTech,Bangalore,1181981,1015733,No,Low,500000
594,5,9,3,AI,Hyderabad,1752839,138548,No,Low,500000
595,16,1,8,AI,Hyderabad,506869,716070,Yes,High,5000000
596,12,0,1,EdTech,Chennai,1440053,637895,No,Low,500000
597,17,7,3,AgriTech,Kolkata,1210608,1453527,Yes,High,5000000
598,17,14,2,EdTech,Pune,1693058,2341560,Yes,High,5000000
599,13,9,7,AgriTech,Bangalore,914979,948113,Yes,High,5000000
600,6,4,1,FinTech,Pune,1750369,825666,No,Low,500000
601,10,14,6,FinTech,Mumbai,1472047,134725,No,Low,500000
602,10,3,9,E-Commerce,Hyderabad,1175218,2218754,Yes,High,5000000
603,20,14,7,AgriTech,Chennai,70038,1760945,Yes,High,5000000
604,6,4,5,E-Commerce,Hyderabad,1078064,649467,No,Low,500000
605,19,8,10,AgriTech,Pune,1828410,1369105,No,Low,500000
606,19,8,2,AgriTech,Pune,922283,2230686,Yes,High,5000000
607,14,8,10,E-Commerce,Delhi,1097835,2105397,Yes,High,5000000
608,17,11,4,FinTech,Bangalore,547799,1861741,Yes,High,5000000
609,4,7,1,CleanTech,Delhi,431704,1366756,Yes,High,5000000
610,14,0,4,AgriTech,Chennai,814748,131291,No,Low,500000
611,3,8,4,AI,Hyderabad,1613792,1406066,No,Low,500000
612,12,11,9,CleanTech,Mumbai,77707,1318313,Yes,High,5000000
613,7,3,2,AgriTech,Kolkata,384227,1666727,Yes,High,5000000
614,6,4,3,HealthTech,Delhi,1801910,547549,No,Low,500000
615,16,5,7,EdTech,Mumbai,1737741,1816292,Yes,High,5000000
616,18,0,1,CleanTech,Mumbai,1986981,2155127,Yes,High,5000000
617,6,10,3,EdTech,Delhi,1118540,589567,No,Low,500000
618,9,15,6,HealthTech,Chennai,91365,92306,Yes,High,5000000
619,4,14,8,EdTech,Hyderabad,283136,757317,Yes,High,5000000
620,20,13,3,EdTech,Kolkata,1903319,1579249,No,Low,500000
621,10,2,7,FinTech,Chennai,310642,827917,Yes,High,5000000
622,18,9,9,E-Commerce,Mumbai,1881440,537344,No,Low,500000
623,11,14,7,HealthTech,Kolkata,960368,1348904,Yes,High,5000000
624,19,7,5,E-Commerce,Mumbai,751599,741320,No,Low,500000
625,4,5,10,AI,Delhi,1062586,237167,No,Low,500000
626,19,1,6,EdTech,Pune,1913611,1421127,No,Low,500000
627,17,13,2,HealthTech,Mumbai,1052538,2403465,Yes,High,5000000
628,6,1,2,AI,Pune,1838008,2430067,Yes,High,5000000
629,8,3,3,FinTech,Kolkata,318015,1275921,Yes,High,5000000
630,20,2,7,E-Commerce,Bangalore,1095923,102947,No,Low,500000
631,18,11,7,HealthTech,Kolkata,779524,875437,Yes,High,5000000
632,3,15,9,EdTech,Hyderabad,321841,1340590,Yes,High,5000000
633,6,4,6,HealthTech,Mumbai,1073700,469205,No,Low,500000
634,3,3,7,E-Commerce,Chennai,626567,791722,Yes,High,5000000
635,5,1,3,FinTech,Pune,1213675,2245372,Yes,High,5000000
636,7,9,4,AgriTech,Hyderabad,534489,1669781,Yes,High,5000000
637,15,11,5,AI,Mumbai,811689,1526678,Yes,High,5000000
638,14,10,4,E-Commerce,Bangalore,1862057,126421,No,Low,500000
639,8,6,9,FinTech,Hyderabad,594354,1692223,Yes,High,5000000
640,4,11,2,CleanTech,Hyderabad,91528,2424273,Yes,High,5000000
641,3,2,8,E-Commerce,Chennai,1400124,1662642,Yes,High,5000000
642,11,1,6,CleanTech,Delhi,952812,2258362,Yes,High,5000000
643,6,11,6,AI,Bangalore,1159813,1379724,Yes,High,5000000
644,15,2,6,EdTech,Bangalore,1314918,1699958,Yes,High,5000000
645,5,0,9,AI,Delhi,608254,350478,No,Low,500000
646,16,13,4,CleanTech,Delhi,1360412,1857332,Yes,High,5000000
647,3,7,7,E-Commerce,Mumbai,127160,559276,Yes,High,5000000
648,18,9,7,AI,Bangalore,1292584,1451091,Yes,High,5000000
649,4,4,8,AI,Mumbai,1730085,2326372,Yes,High,5000000
650,4,2,10,E-Commerce,Delhi,1075663,2108444,Yes,High,5000000
651,9,6,1,AgriTech,Mumbai,1301562,2438654,Yes,High,5000000
652,4,10,9,E-Commerce,Mumbai,1036281,1983144,Yes,High,5000000
653,16,6,3,FinTech,Delhi,597644,194810,No,Low,500000
654,5,11,10,FinTech,Pune,175402,911378,Yes,High,5000000
655,11,4,8,E-Commerce,Hyderabad,1264695,1884763,Yes,High,5000000
656,2,9,9,AgriTech,Delhi,1093362,2184697,Yes,High,5000000
657,4,6,1,AI,Mumbai,931819,2407156,Yes,High,5000000
658,2,5,9,AI,Kolkata,1974301,910507,No,Low,500000
659,15,13,4,CleanTech,Hyderabad,1580899,891734,No,Low,500000
660,12,3,8,E-Commerce,Chennai,629382,1151766,Yes,High,5000000
661,18,6,1,AI,Mumbai,541758,2367071,Yes,High,5000000
662,10,4,10,CleanTech,Bangalore,123171,825052,Yes,High,5000000
663,5,6,6,AI,Kolkata,1395210,236961,No,Low,500000
664,6,12,7,AI,Hyderabad,75166,648768,Yes,High,5000000
665,2,10,10,HealthTech,Kolkata,1683929,299186,No,Low,500000
666,20,13,8,CleanTech,Bangalore,1145315,60147,No,Low,500000
667,13,12,8,HealthTech,Mumbai,597900,1056125,Yes,High,5000000
668,15,3,4,HealthTech,Hyderabad,1425927,2461738,Yes,High,5000000
669,4,15,8,CleanTech,Kolkata,359812,898451,Yes,High,5000000
670,2,8,10,AgriTech,Hyderabad,1626526,2471404,Yes,High,5000000
671,12,5,8,HealthTech,Pune,739154,1981800,Yes,High,5000000
672,20,13,7,EdTech,Kolkata,203875,736835,Yes,High,5000000
673,6,8,7,FinTech,Bangalore,980030,1443394,Yes,High,5000000
674,7,0,4,CleanTech,Hyderabad,315267,328700,Yes,High,5000000
675,12,8,6,EdTech,Pune,731504,669486,No,Low,500000
676,13,1,4,HealthTech,Bangalore,1118457,210325,No,Low,500000
677,18,2,7,E-Commerce,Bangalore,974624,1839134,Yes,High,5000000
678,16,0,9,FinTech,Pune,1135693,364057,No,Low,500000
679,5,4,7,AI,Mumbai,1709870,810822,No,Low,500000
680,17,10,9,AgriTech,Bangalore,1524933,304611,No,Low,500000
681,20,4,10,HealthTech,Delhi,794817,1370730,Yes,High,5000000
682,20,5,9,AI,Delhi,825345,616824,No,Low,500000
683,13,10,2,CleanTech,Chennai,600840,788251,Yes,High,5000000
684,19,15,4,E-Commerce,Pune,1774266,88668,No,Low,500000
685,14,13,9,AgriTech,Hyderabad,1529435,2055570,Yes,High,5000000
686,2,12,2,AgriTech,Kolkata,1175822,1349350,Yes,High,5000000
687,2,9,5,CleanTech,Chennai,1909538,995412,No,Low,500000
688,20,10,3,AgriTech,Delhi,440854,593597,Yes,High,5000000
689,19,7,7,AI,Mumbai,1058667,890374,No,Low,500000
690,13,5,6,FinTech,Mumbai,1320932,2158523,Yes,High,5000000
691,9,3,9,FinTech,Mumbai,1887823,600938,No,Low,500000
692,7,11,7,AI,Pune,88047,363348,Yes,High,5000000
693,11,10,1,EdTech,Chennai,1915255,1304930,No,Low,500000
694,7,8,8,AI,Kolkata,1149250,1338429,Yes,High,5000000
695,12,13,5,FinTech,Pune,590809,1050447,Yes,High,5000000
696,5,11,1,AgriTech,Mumbai,1191768,597603,No,Low,500000
697,18,9,10,E-Commerce,Kolkata,1008715,81961,No,Low,500000
698,3,1,3,HealthTech,Bangalore,807830,2419350,Yes,High,5000000
699,19,11,7,AI,Mumbai,830975,741994,No,Low,500000
700,20,12,3,E-Commerce,Delhi,577031,446450,No,Low,500000
701,18,12,1,AI,Chennai,805340,680622,No,Low,500000
702,5,9,8,E-Commerce,Mumbai,108682,1202116,Yes,High,5000000
703,9,11,5,HealthTech,Bangalore,864064,558411,No,Low,500000
704,12,7,6,E-Commerce,Mumbai,1073021,2315505,Yes,High,5000000
705,7,3,9,AgriTech,Kolkata,1478952,1070749,No,Low,500000
706,12,6,10,FinTech,Bangalore,1424915,2456262,Yes,High,5000000
707,12,12,6,AgriTech,Bangalore,758969,1691030,Yes,High,5000000
708,17,12,7,E-Commerce,Chennai,1688817,2279498,Yes,High,5000000
709,13,12,5,FinTech,Chennai,1202383,1422399,Yes,High,5000000
710,5,12,7,EdTech,Hyderabad,1644692,1893665,Yes,High,5000000
711,18,11,3,AgriTech,Bangalore,1900165,2444539,Yes,High,5000000
712,15,6,4,CleanTech,Delhi,1979093,1878612,No,Low,500000
713,10,11,5,HealthTech,Mumbai,810693,121473,No,Low,500000
714,20,15,6,AgriTech,Chennai,286859,968774,Yes,High,5000000
715,6,6,4,E-Commerce,Bangalore,1031101,1672769,Yes,High,5000000
716,14,6,10,HealthTech,Hyderabad,789735,1225246,Yes,High,5000000
717,6,14,4,CleanTech,Hyderabad,569940,444290,No,Low,500000
718,17,15,9,EdTech,Bangalore,807419,1653887,Yes,High,5000000
719,15,4,10,EdTech,Chennai,1323716,738101,No,Low,500000
720,2,6,10,AgriTech,Mumbai,1606201,814252,No,Low,500000
721,19,8,6,EdTech,Hyderabad,800820,2444387,Yes,High,5000000
722,15,4,6,EdTech,Mumbai,1434103,1478132,Yes,High,5000000
723,12,15,9,FinTech,Mumbai,1569664,2428282,Yes,High,5000000
724,7,3,10,CleanTech,Kolkata,259850,676315,Yes,High,5000000
725,20,6,8,AI,Mumbai,357219,1398968,Yes,High,5000000
726,9,1,5,FinTech,Delhi,458085,894072,Yes,High,5000000
727,18,4,2,HealthTech,Hyderabad,929350,1804699,Yes,High,5000000
728,9,2,6,CleanTech,Bangalore,1742329,1026695,No,Low,500000
729,10,8,7,CleanTech,Kolkata,696801,2218184,Yes,High,5000000
730,13,8,9,HealthTech,Kolkata,1707921,2230609,Yes,High,5000000
731,13,4,6,FinTech,Kolkata,844538,1034846,Yes,High,5000000
732,10,1,3,EdTech,Pune,919239,1108385,Yes,High,5000000
733,3,7,5,EdTech,Chennai,505111,1737963,Yes,High,5000000
734,20,11,8,EdTech,Delhi,1491478,2277457,Yes,High,5000000
735,10,14,9,HealthTech,Hyderabad,1531008,1034693,No,Low,500000
736,7,15,9,AI,Chennai,569737,357802,No,Low,500000
737,5,13,1,EdTech,Chennai,871127,275106,No,Low,500000
738,3,11,3,CleanTech,Bangalore,271847,2403599,Yes,High,5000000
739,3,12,3,E-Commerce,Mumbai,1590348,1053952,No,Low,500000
740,13,15,6,FinTech,Mumbai,1283885,145366,No,Low,500000
741,20,11,5,HealthTech,Delhi,120267,1957253,Yes,High,5000000
742,19,6,7,AI,Hyderabad,1646754,290499,No,Low,500000
743,13,5,1,AI,Bangalore,1330031,242855,No,Low,500000
744,4,14,8,E-Commerce,Kolkata,1825114,1835644,Yes,High,5000000
745,4,10,10,EdTech,Bangalore,864774,1423834,Yes,High,5000000
746,13,10,1,AI,Delhi,162487,2042151,Yes,High,5000000
747,17,12,7,AgriTech,Hyderabad,735252,1259206,Yes,High,5000000
748,9,13,4,FinTech,Bangalore,337814,1675588,Yes,High,5000000
749,8,10,4,EdTech,Bangalore,622656,1447155,Yes,High,5000000
750,4,13,2,AgriTech,Mumbai,1363126,1599193,Yes,High,5000000
751,7,12,4,HealthTech,Hyderabad,1571260,968176,No,Low,500000
752,3,9,8,HealthTech,Mumbai,1844216,1453762,No,Low,500000
753,7,15,6,HealthTech,Pune,309962,1849488,Yes,High,5000000
754,10,6,8,HealthTech,Delhi,1016324,1898127,Yes,High,5000000
755,9,9,10,HealthTech,Pune,1073563,1359768,Yes,High,5000000
756,20,10,2,EdTech,Chennai,1475898,2084329,Yes,High,5000000
757,11,6,4,EdTech,Delhi,559117,1037351,Yes,High,5000000
758,12,6,8,FinTech,Delhi,1889663,2011891,Yes,High,5000000
759,4,11,5,AI,Pune,1592993,103317,No,Low,500000
760,9,10,8,FinTech,Delhi,1422634,1939572,Yes,High,5000000
761,17,9,4,EdTech,Mumbai,696445,599802,No,Low,500000
762,14,15,8,CleanTech,Hyderabad,1783799,1262163,No,Low,500000
763,18,6,2,EdTech,Kolkata,1330540,1917013,Yes,High,5000000
764,17,12,2,AgriTech,Kolkata,923312,1996082,Yes,High,5000000
765,3,10,4,CleanTech,Bangalore,1432900,742652,No,Low,500000
766,6,8,4,CleanTech,Chennai,1030463,576077,No,Low,500000
767,9,15,3,HealthTech,Pune,1035466,1141625,Yes,High,5000000
768,5,14,7,AgriTech,Hyderabad,745033,2129971,Yes,High,5000000
769,17,14,3,EdTech,Delhi,695107,2135507,Yes,High,5000000
770,12,0,2,HealthTech,Delhi,1761388,925844,No,Low,500000
771,19,0,10,AgriTech,Bangalore,1703940,2060362,Yes,High,5000000
772,2,11,5,EdTech,Hyderabad,1976294,1112659,No,Low,500000
773,9,9,9,EdTech,Hyderabad,1399916,1935312,Yes,High,5000000
774,5,11,3,E-Commerce,Hyderabad,1278740,848550,No,Low,500000
775,19,11,6,E-Commerce,Chennai,1957335,635315,No,Low,500000
776,4,7,3,AgriTech,Chennai,1608652,1575310,No,Low,500000
777,17,3,5,HealthTech,Bangalore,1816591,1772814,No,Low,500000
